full_name,automotive,color,job,address,coordinates,date_time,full_company_name,km_per_litre
Sarah Peters,ZCJ 228,Tomato,Quantity surveyor,Port Laurie,"(Decimal('30.8686695'), Decimal('-116.343610'))",2025-01-02 06:55:39.696568,Frost Ltd,26
William Thomas,896-YMK,Turquoise,Clinical biochemist,New Douglasmouth,"(Decimal('-9.2648285'), Decimal('-24.332995'))",2017-05-23 19:23:08.475118,"Newton, Roberts and Arroyo",21
Melissa Roy,86ML9,Red,Hydrologist,Port Kaitlinborough,"(Decimal('37.780535'), Decimal('-67.347348'))",2002-10-02 13:08:59.961754,Glover Ltd,40
Christopher Diaz,589 ES7,Thistle,"Lighting technician, broadcasting/film/video",North Melissabury,"(Decimal('65.473191'), Decimal('-76.263604'))",,,31
Brandy Chang,251-YOK,Coral,"Therapist, occupational",Williamstad,"(Decimal('60.1414895'), Decimal('107.844747'))",2003-03-29 02:45:12.269253,"Snyder, Miller and Brown",38
Catherine Martinez,UNZ 606,Fuchsia,Personal assistant,North Lisa,"(Decimal('-13.503695'), Decimal('-94.291119'))",2011-06-17 06:26:47.943276,Wilcox Ltd,0
Austin Hayes,774 XCH,PaleTurquoise,Management consultant,Lake Dustinstad,"(Decimal('19.710323'), Decimal('146.357769'))",2004-11-18 06:16:35.195924,Scott-Moreno,35
Ashley Brown,ILB 315,PaleGreen,Public relations account executive,Jasonview,"(Decimal('45.822956'), Decimal('29.618331'))",2001-09-16 15:41:56.829381,"Turner, Butler and Miller",42
Heather Lynch,398ZEQ,BlueViolet,Tour manager,Lake Christopher,"(Decimal('-48.9097595'), Decimal('135.256197'))",1996-08-11 19:14:53.231331,Krueger LLC,27
Andrew Mills,L10-QSU,MediumSpringGreen,Restaurant manager,Caitlinmouth,"(Decimal('55.5966025'), Decimal('-131.401877'))",2021-03-30 08:37:41.320557,"Warren, Smith and Anderson",21
Justin Wright,ZK-8814,LightSkyBlue,"Lecturer, further education",South Jamesview,"(Decimal('78.049211'), Decimal('-7.429680'))",2005-04-12 10:15:22.109907,Thompson-Scott,42
Robin Beasley,01GS5,WhiteSmoke,"Teacher, secondary school",Sandrashire,"(Decimal('10.7306815'), Decimal('107.264311'))",2005-09-05 19:14:21.124824,"Sharp, Anderson and Lutz",33
Michelle Hall,3YJ6114,DarkSlateGray,"Scientist, research (medical)",Wardside,"(Decimal('-54.319323'), Decimal('138.367048'))",1998-05-14 18:49:51.570880,Rose and Sons,19
Angela Lee,TAL-1903,Cornsilk,Immigration officer,Williamtown,"(Decimal('-36.3545895'), Decimal('104.294143'))",2002-09-24 18:03:58.660591,Bennett-Davis,31
Stacy Walton,4-46592,Magenta,"Therapist, music",East Michaelberg,"(Decimal('-23.243205'), Decimal('-32.897153'))",2010-10-29 18:20:38.807390,Larson-Parker,26
William Smith,ZGF 587,Beige,Financial risk analyst,Riostown,"(Decimal('55.364958'), Decimal('-136.488445'))",2006-07-16 00:45:55.563456,"Garcia, Dunn and Escobar",33
Thomas Duncan,738 ONQ,DarkSalmon,"Nurse, mental health",Hallton,"(Decimal('80.8161905'), Decimal('-108.804774'))",2000-12-28 08:27:45.741428,Carroll PLC,22
Kristen James,B30 4PO,WhiteSmoke,"Buyer, industrial",Ryantown,"(Decimal('44.446413'), Decimal('83.051860'))",2015-10-22 16:15:57.641385,Taylor-Johnson,32
Lindsay Mitchell,XSE4458,DarkGray,Wellsite geologist,Tinaburgh,"(Decimal('5.9261295'), Decimal('-131.251857'))",1997-12-02 02:34:17.976725,Watson-Lee,31
Shannon Peters,84-GJ03,DarkGray,Advice worker,Laneport,"(Decimal('-35.5030605'), Decimal('165.802629'))",2011-02-07 17:27:34.066614,"Leblanc, Ponce and Gregory",14
Keith Williams,468KS,SkyBlue,Politician's assistant,Josephshire,"(Decimal('87.711878'), Decimal('-13.386328'))",2013-11-24 03:39:18.948211,Stanley-Norris,24
Jessica Andrews,24FD5,SteelBlue,Restaurant manager,Ashleymouth,"(Decimal('17.0498745'), Decimal('-36.452647'))",2009-04-10 00:46:33.795940,Cochran and Sons,40
Anthony Potter,RDP-169,,"Conservator, museum/gallery",Millershire,"(Decimal('-29.0214325'), Decimal('-29.352846'))",1998-10-15 12:46:20.945069,"May, Chavez and Smith",21
Stephanie Simon,93-20468,Tan,Insurance risk surveyor,Joneston,"(Decimal('-23.2017695'), Decimal('-27.116226'))",2002-01-30 16:26:35.184886,Murphy PLC,35
Danielle Shaw,KRI-1536,MediumBlue,Set designer,Smithtown,"(Decimal('8.0364185'), Decimal('-130.245628'))",2024-05-17 15:48:56.934780,"Valenzuela, White and Obrien",24
Adrian Long,226 QRO,HotPink,"Teacher, English as a foreign language",Andersonhaven,"(Decimal('13.4914395'), Decimal('161.072161'))",2006-12-07 16:12:22.321692,Wilson-Harmon,17
Ashley Porter,0FD 710,Olive,Personnel officer,Lake Melissastad,"(Decimal('69.872190'), Decimal('-108.440959'))",2020-02-10 18:52:26.583288,Perez-Taylor,14
Frank Davis,95-4793Z,Plum,"Geneticist, molecular",Bethland,"(Decimal('50.145645'), Decimal('91.127619'))",2011-08-15 19:16:12.654537,Evans-Ferguson,41
Lauren Paul,1U 6302O,LightGray,Outdoor activities/education manager,Evansside,"(Decimal('-46.237628'), Decimal('-87.038406'))",1996-03-25 01:54:37.591409,Solis Inc,25
Angela Lopez,676 LQL,Pink,"Engineer, chemical",Hammondberg,"(Decimal('30.276623'), Decimal('-105.622393'))",2018-04-27 02:58:40.531116,Harris-Cantrell,20
Kevin Allen,460Y,MediumOrchid,Science writer,Lake Brandi,"(Decimal('-82.1326865'), Decimal('-150.807029'))",2021-06-17 09:04:14.847140,"Johnson, Barnett and Taylor",42
Erika Brown,VVV4440,DarkOrange,"Psychologist, sport and exercise",North Corey,"(Decimal('-4.626724'), Decimal('33.604794'))",2019-12-03 08:31:24.975616,Russell-Miller,36
Jose Young,OW7 R7H,LightBlue,Clinical psychologist,Greenfurt,"(Decimal('-4.9119055'), Decimal('-41.576330'))",2022-11-25 07:44:42.750031,Kidd Inc,34
Jordan Lopez,00R Q05,Blue,Youth worker,Port Michael,"(Decimal('5.6457255'), Decimal('87.897994'))",2019-02-26 03:33:17.641454,Taylor-Sims,32
Craig Harris,DH 5923,LightGreen,Systems analyst,North James,"(Decimal('70.172950'), Decimal('-147.874900'))",2017-08-24 04:52:04.369221,Wiley and Sons,36
David Huynh,640-IQU,LightPink,Oncologist,Patriciastad,"(Decimal('43.8533345'), Decimal('-6.773166'))",2009-04-16 21:17:38.922159,Herrera PLC,18
Justin Nguyen,6-93894,Fuchsia,"Doctor, general practice",Barryfurt,"(Decimal('-14.5655655'), Decimal('-107.187794'))",2015-02-28 17:11:10.280033,"Webster, Romero and Castaneda",21
Ryan Hanson,VBE 977,PowderBlue,"Librarian, public",East Emily,"(Decimal('-77.502122'), Decimal('-59.894086'))",1999-01-12 08:51:06.666298,"Cooke, Cole and Smith",26
Richard Lopez,635CDY,Beige,Airline pilot,Christianton,"(Decimal('-52.215107'), Decimal('-6.297152'))",2013-06-28 14:31:08.405905,Smith-Vasquez,25
Bradley Oliver,623 FVT,ForestGreen,Office manager,Butlerfurt,"(Decimal('-21.429886'), Decimal('135.678150'))",2004-02-05 02:23:51.157470,Dickson-Riggs,39
Rachel Sullivan,WZB-529,DarkOrange,Chartered legal executive (England and Wales),Jacobchester,"(Decimal('-9.8427675'), Decimal('-45.913637'))",2002-04-12 00:01:37.651985,Stevens LLC,15
Daniel Williams,503-KYB,Beige,Art therapist,Marissaborough,"(Decimal('-52.1639705'), Decimal('-87.906999'))",2024-08-23 07:46:06.326909,"Avila, Bauer and Jones",30
Sara Jimenez,0WQ 546,DarkOrchid,"Buyer, retail",Mirandamouth,"(Decimal('27.1944235'), Decimal('-16.327008'))",1998-05-19 15:20:32.100460,"Conway, Figueroa and Miller",42
Jacob Ayers,HSE 238,LightSkyBlue,Multimedia programmer,Gloriahaven,"(Decimal('-29.569225'), Decimal('123.304306'))",2018-02-13 05:22:43.500351,"Lopez, Stevenson and Thornton",18
Patrick Bailey,977FVQ,DarkOrchid,"Conservator, furniture",New Thomastown,"(Decimal('34.5333715'), Decimal('126.554795'))",2000-12-20 01:39:13.755374,Morgan Ltd,41
Christopher Valencia,5-4705F,LightCoral,Land,Alexanderland,"(Decimal('74.1154965'), Decimal('-103.140421'))",1998-05-24 06:33:36.367383,"Richmond, Osborn and Avery",18
Raymond Wallace,YWN-2855,DarkSeaGreen,Civil Service fast streamer,Timothyfort,"(Decimal('85.192682'), Decimal('4.737048'))",2006-04-04 03:11:27.931715,Alexander-White,15
Phillip Crawford,952R1,LightBlue,Occupational hygienist,Carolynton,"(Decimal('55.627327'), Decimal('121.332881'))",2018-02-17 12:56:32.667015,Luna and Sons,16
Miranda Smith,023-IOMJ,Snow,Multimedia programmer,Christopherhaven,"(Decimal('-3.3172235'), Decimal('87.363183'))",2018-08-13 09:06:45.651235,Thornton-Wilcox,27
Donald Callahan,028W,AliceBlue,Information officer,Vanessaberg,"(Decimal('62.6659375'), Decimal('-169.169323'))",2017-08-03 08:04:42.781905,Johnson-Patrick,21
Robert Robinson,9UVE 25,NavajoWhite,Microbiologist,Jacksonmouth,"(Decimal('-28.980839'), Decimal('-38.858683'))",1996-09-05 05:34:28.212322,Mcbride LLC,29
Brandon Pruitt,0-X0210,DarkSeaGreen,Microbiologist,Smithborough,"(Decimal('54.786975'), Decimal('131.759674'))",2012-01-22 22:52:33.987410,Preston Inc,14
Daniel Moore,MKD 129,DeepPink,Environmental health practitioner,New Juliemouth,"(Decimal('-63.9790225'), Decimal('-156.000759'))",2022-05-08 05:04:58.982313,Johnson Inc,25
Amanda Lee,1-13767V,MediumPurple,"Buyer, industrial",South Rachael,"(Decimal('78.8955685'), Decimal('87.851940'))",2020-10-01 13:14:55.379904,Eaton-Douglas,38
Jose Moody,297 WTO,Navy,"Lecturer, higher education",North Duane,"(Decimal('-84.7085345'), Decimal('-68.687064'))",1999-12-01 10:15:42.759345,Peters Ltd,36
Nathaniel Young,852-ANW,LightSlateGray,Museum education officer,Jameschester,"(Decimal('3.937731'), Decimal('-31.090444'))",2000-01-22 16:50:29.463204,Perry Ltd,29
Michele Klein,VVV 669,Plum,"Designer, textile",Port Wayne,"(Decimal('-5.500125'), Decimal('-153.001614'))",2017-07-15 11:01:25.837643,"Fuentes, Good and Mcconnell",33
Christina Adams,9CJ 952,HoneyDew,"Engineer, manufacturing",Brandonborough,"(Decimal('67.6601725'), Decimal('-144.051305'))",2019-12-07 11:21:40.214390,"Flores, Torres and Peterson",17
Anthony Joseph,51-TT66,PeachPuff,"Psychologist, sport and exercise",New Kristinview,"(Decimal('5.073868'), Decimal('-99.031130'))",2010-02-06 16:37:56.850587,"Parker, Snyder and Rogers",40
Renee Johnson,4275 YK,Lime,Transport planner,Mercadofurt,"(Decimal('-73.2677115'), Decimal('10.234828'))",2017-01-15 00:24:04.052904,Reed Inc,37
Mr. Brian Dudley,52D A58,MidnightBlue,English as a second language teacher,East Judy,"(Decimal('76.1774885'), Decimal('-163.999818'))",2022-09-27 20:07:12.355255,Roman-Marquez,25
Philip Weaver,49QL7,Peru,Call centre manager,South Jasmine,"(Decimal('-57.4461305'), Decimal('103.768889'))",1997-07-24 20:02:17.456656,Rodriguez-Thomas,15
Kimberly Cherry,3BN 130,LavenderBlush,Financial trader,Lake Amandaton,"(Decimal('-79.7023645'), Decimal('13.546934'))",2019-10-16 23:50:13.227109,Valdez-Johnson,14
Christopher Davis,M18-01E,MediumPurple,Intelligence analyst,Pattersonberg,"(Decimal('-62.7612625'), Decimal('27.511048'))",1996-07-12 15:47:16.973115,Williamson-Robinson,26
Andrea Johnson,2-I7720,LightBlue,Water engineer,New Jeremiah,"(Decimal('-71.1103415'), Decimal('129.390579'))",1999-03-11 12:06:54.798084,Lee PLC,29
Anthony Hall,GDH 495,Chocolate,Electronics engineer,East Stephaniehaven,"(Decimal('68.0709845'), Decimal('-53.306957'))",2007-01-13 22:13:03.569439,Herrera-Moreno,16
Paul Thompson,DZZ-5672,Green,Ergonomist,New Susanmouth,"(Decimal('-77.3700945'), Decimal('-24.196383'))",2009-07-09 06:20:27.195733,"Smith, Wallace and Lee",38
Theresa Wilkins,538WVB,SeaShell,Exercise physiologist,Christinaville,"(Decimal('-33.810425'), Decimal('75.524131'))",2016-11-10 00:03:05.355573,Collier Ltd,31
Kristy Williams,33P•614,Khaki,Corporate treasurer,South Debramouth,"(Decimal('46.2249635'), Decimal('38.347707'))",2004-10-22 18:32:54.124506,"Lin, Adams and Chung",23
Jasmine Robertson,049NHL,AntiqueWhite,Telecommunications researcher,Brittanyshire,"(Decimal('-50.3558335'), Decimal('-76.530910'))",2009-08-06 13:31:54.489500,"Hill, Ochoa and Walker",41
Jerry Nguyen,199 CNB,HotPink,Health visitor,West Lauramouth,"(Decimal('-82.728702'), Decimal('-141.103890'))",1995-12-29 20:08:58.620089,"Robinson, Rodriguez and Mcgee",27
Jessica Tucker,32GT668,Blue,Warehouse manager,Port Josephburgh,"(Decimal('-53.4337795'), Decimal('-145.479460'))",2005-07-30 20:34:34.998585,Booker and Sons,16
Erin Baxter,47N MF3,SpringGreen,"Geologist, engineering",Lunachester,"(Decimal('2.765856'), Decimal('-162.572257'))",2021-05-26 12:53:14.741911,Nelson LLC,36
Michael Myers,5-31741,OldLace,Quality manager,Bryantstad,"(Decimal('-21.2279805'), Decimal('-42.084387'))",2006-01-22 01:40:19.679352,"Carter, Lee and Dean",35
Natalie Frey,PT 8415,BlueViolet,Geographical information systems officer,Port Rhonda,"(Decimal('50.344092'), Decimal('-24.544389'))",2000-12-30 20:59:40.865091,Wallace-West,19
Monica Walls,624 FPZ,Plum,Risk manager,Myerschester,"(Decimal('-2.8668535'), Decimal('-116.075009'))",2007-09-13 02:26:01.692779,"Wright, Woodward and Hatfield",43
Carlos Watkins,3O 85364,SaddleBrown,Paramedic,New Kevin,"(Decimal('-77.2145895'), Decimal('147.118411'))",2017-04-13 20:34:39.417415,Williams-Blevins,42
Kimberly Olson,NCT-1199,LightSkyBlue,"Librarian, public",South Katherine,"(Decimal('20.405631'), Decimal('-156.654796'))",2001-07-21 21:39:13.911402,"Peters, Crosby and Ramos",22
Oscar Jenkins,THP8236,LightGray,Mechanical engineer,Tylermouth,"(Decimal('-23.373261'), Decimal('54.664754'))",2021-08-18 16:38:35.056063,West PLC,14
Jenny Stone,586-OYNF,MediumVioletRed,Quality manager,North Susan,"(Decimal('24.476696'), Decimal('169.630383'))",2001-10-25 09:16:06.372486,Stevens Group,15
Karen Ellis,010-LNG,SlateBlue,Education administrator,Port Melissaland,"(Decimal('-81.683827'), Decimal('116.306783'))",2024-07-21 09:44:58.364409,"Bruce, Vance and Flowers",28
Erin Strong,630 QZN,Plum,Seismic interpreter,South Daniel,"(Decimal('-69.1119215'), Decimal('-51.191944'))",1996-05-14 15:20:22.853241,"Miller, Gill and Conley",21
Lee Prince,424-GIO,BurlyWood,Lobbyist,Amandafort,"(Decimal('59.605072'), Decimal('-13.601503'))",2016-12-27 09:26:43.594194,"Franklin, Patel and Lutz",26
Jon Atkins,LEP 217,DarkGoldenRod,Special educational needs teacher,New Kennethmouth,"(Decimal('-30.181630'), Decimal('134.094929'))",2016-03-11 19:41:12.877093,Harris-Lane,29
Christine Hartman,GEV-0416,DarkTurquoise,Health service manager,Elizabethport,"(Decimal('60.6052105'), Decimal('-153.394448'))",2024-07-01 08:07:11.073056,"Martin, Beasley and Smith",35
David Harris,5-27946,SlateBlue,Public relations account executive,Taraberg,"(Decimal('71.987949'), Decimal('-120.449160'))",2000-09-05 16:06:11.663486,"Clark, Gonzalez and Hayes",12
William Carter,4K 7938O,SeaShell,Chartered management accountant,New Stephaniemouth,"(Decimal('-56.009272'), Decimal('25.814455'))",2000-08-19 14:03:29.694661,Maxwell Inc,21
Paul Carter,613-JOB,PeachPuff,"Engineer, communications",Nicholaschester,"(Decimal('-24.249348'), Decimal('-2.076298'))",2007-08-12 09:13:44.813907,"Eaton, Howard and Miller",41
Anna Turner,MVZ 834,LightSeaGreen,"Research officer, political party",Port Joseph,"(Decimal('-11.6030135'), Decimal('63.257079'))",2002-08-14 22:50:44.966139,Lopez-Meadows,13
Steven Smith,27UT770,DarkGreen,Water engineer,East Amanda,"(Decimal('-88.711499'), Decimal('-104.335926'))",2020-09-25 19:25:11.020603,"Duncan, Baker and Grimes",25
Bradley Conner,573-ZNZ,DarkGray,Camera operator,Port Jeanne,"(Decimal('49.178702'), Decimal('-87.306532'))",2023-07-03 05:27:18.559610,Wallace-Hale,42
Joshua Gomez,812CEY,DarkOrange,Outdoor activities/education manager,Nicoleshire,"(Decimal('40.6328805'), Decimal('-14.680326'))",2000-08-08 11:08:21.565672,Jones Group,34
Veronica Santiago,SBE 382,Chartreuse,Chartered public finance accountant,New Marcuschester,"(Decimal('-34.573263'), Decimal('12.668977'))",2023-06-19 07:10:11.159116,Quinn Ltd,80
Raymond Perry,DKG 092,Chocolate,Freight forwarder,Mcdanielfurt,"(Decimal('83.6859355'), Decimal('46.807447'))",2005-06-11 16:27:40.632773,-inf,23
Larry Robinson,27J 756,LightSeaGreen,Air traffic controller,New Markmouth,"(Decimal('-25.807440'), Decimal('157.234041'))",,,43
Maria Hernandez,921 9OB,Black,Retail manager,West Helen,"(Decimal('-84.343993'), Decimal('-131.209377'))",2001-07-19 02:01:23.649217,"Ruiz, Knight and Medina",36
Alisha Douglas,479CMT,LightCoral,Data processing manager,Donaldmouth,"(Decimal('-48.104245'), Decimal('20.371436'))",2017-02-28 21:48:35.410409,Jenkins LLC,18
Sarah Blackburn,534PZ,AliceBlue,Government social research officer,Sarahtown,"(Decimal('-61.8689815'), Decimal('150.675299'))",2007-11-10 04:01:28.511353,"Rodriguez, Wilson and Mckenzie",22
Dwayne Sanchez,45Q 250,LightSteelBlue,Accounting technician,Catherineberg,"(Decimal('-24.989174'), Decimal('103.064208'))",2013-09-12 18:30:51.420789,"Thomas, Rodriguez and Fields",36
Maria King,MZG 869,MediumVioletRed,Printmaker,South Mitchellberg,"(Decimal('89.585562'), Decimal('170.405958'))",1995-08-04 11:18:37.547761,Mitchell Inc,14
Barry Jackson,191-QAL,SpringGreen,"Designer, industrial/product",Jenniferchester,"(Decimal('-72.8086285'), Decimal('154.543825'))",2004-03-30 02:02:31.094588,Bradley Group,12
Jeremy Floyd,K03-OJB,DarkViolet,"Engineer, maintenance (IT)",Lake Williamburgh,"(Decimal('76.0119085'), Decimal('-162.148558'))",2001-09-18 09:05:52.988516,Daniel-Johnson,42
Ryan Norman,301-BQIA,DarkSeaGreen,"Designer, interior/spatial",East Kevinborough,"(Decimal('-17.033788'), Decimal('179.369027'))",2019-06-16 18:08:25.662282,Sanchez Group,12
Laura Lowe,579 3YW,Aquamarine,Theme park manager,North Whitney,"(Decimal('6.926659'), Decimal('85.398841'))",2010-04-10 22:13:10.385363,Weaver-Thomas,23
Kaitlyn Torres,G35 8CL,DodgerBlue,Phytotherapist,Lake Benjamin,"(Decimal('72.1169125'), Decimal('-46.836877'))",2013-07-19 03:32:35.041551,"Gordon, Fox and Bryant",23
Christina Williams,02-24332,DarkSlateBlue,Homeopath,Hensonside,"(Decimal('62.751209'), Decimal('-91.641559'))",2015-12-22 06:09:27.820951,Smith Group,30
Michael Graves,3-0291H,Tomato,Editorial assistant,Torreschester,"(Decimal('11.4323385'), Decimal('54.904255'))",2004-04-28 20:43:27.397033,Gallagher Ltd,37
Adam Mcmahon,005 SFQ,DarkViolet,Food technologist,Paulbury,"(Decimal('-72.783257'), Decimal('-102.839326'))",2020-04-10 01:51:50.329914,Bennett LLC,18
Jared Green,3XUW302,DarkSeaGreen,Recycling officer,West Kimberly,"(Decimal('-2.380977'), Decimal('-155.054986'))",2015-08-10 13:18:32.457787,"Rivera, Porter and Johns",20
Gerald Dixon,3-0401E,DarkOliveGreen,Hydrologist,Shieldsburgh,"(Decimal('41.538393'), Decimal('-171.351632'))",2010-11-05 00:43:33.700788,Mcclure-Cunningham,24
Karen Davis,481GQ,NavajoWhite,Corporate treasurer,Garrettville,"(Decimal('-80.676856'), Decimal('-179.759822'))",2001-01-13 18:31:33.298737,"Rodriguez, Mata and Zamora",31
Jared Sanchez,5W 9R4ZLK,MediumTurquoise,"Administrator, education",Burkehaven,"(Decimal('-22.4929865'), Decimal('-101.085189'))",2007-12-02 01:29:40.998232,Anderson-Kim,31
Thomas Sanders,K10-07X,DarkSlateBlue,Landscape architect,Port Katelynland,"(Decimal('-76.739724'), Decimal('141.995675'))",1999-02-27 10:33:51.036352,Parker-Carroll,23
Alexandria Lee,29-25536,Linen,Special educational needs teacher,Suttonton,"(Decimal('10.6603865'), Decimal('178.395280'))",2001-11-03 14:50:56.243951,Alvarez-West,28
Paula Hart,803-UGC,LightSlateGray,Chief Marketing Officer,New Samantha,"(Decimal('85.6034035'), Decimal('-62.639839'))",2019-12-05 09:58:38.218686,Anderson and Sons,26
Larry Kelly,518I,Gray,Analytical chemist,Elizabethhaven,"(Decimal('-82.999425'), Decimal('177.065122'))",2004-05-27 11:59:56.150620,"Thomas, Wilson and Williams",42
Briana Lyons,238L7,LightCoral,Exercise physiologist,Amyfort,"(Decimal('-80.6056405'), Decimal('-158.533609'))",1997-04-16 20:34:17.204145,Payne-Thompson,39
Katie Horn,ZLY 423,MintCream,Archaeologist,Newmanside,"(Decimal('-77.699232'), Decimal('-178.505586'))",1995-07-26 10:51:00.330616,Leonard LLC,19
Dr. Tiffany Lee,BIK-908,NavajoWhite,Retail manager,New Danielberg,"(Decimal('-53.1495285'), Decimal('63.746683'))",2004-04-01 10:45:36.411451,Hayes Inc,22
Nicole Stout,0BJ G57,GreenYellow,Metallurgist,North Josephport,"(Decimal('-78.352273'), Decimal('-30.259452'))",1995-11-30 18:56:51.918570,Snow PLC,32
Debra Hodge,WKZ4297,Silver,Geochemist,Port Emily,"(Decimal('-72.2266445'), Decimal('-6.036692'))",2006-12-03 13:59:52.915966,Nelson Ltd,41
Matthew Osborne,356-EZXB,FireBrick,Primary school teacher,Lake Angelaville,"(Decimal('-24.7440595'), Decimal('-33.744231'))",2022-10-16 19:32:36.737671,Perry and Sons,28
Ryan Davis,N62-TDI,OrangeRed,"Programmer, multimedia",Hardymouth,"(Decimal('-2.1527525'), Decimal('107.291629'))",2003-06-30 13:46:52.885203,Klein-Friedman,25
